RA (degrees),DEC (degrees),Timestamp
9.921397,-0.9764534,2181-01-05
146.02992,24.009636,2181-01-07
35.94213,11.742458,2181-01-09
9.034657,5.018002,2181-01-11
7.348712,13.369189,2181-01-13
221.80261,17.905285,2181-01-15
20.617338,-2.4656935,2181-01-17
353.2335,-1.902868,2181-01-19
252.53482,17.376501,2181-01-21
14.558763,-17.087833,2181-01-23
57.345684,6.2355814,2181-01-25
14.027424,-0.2731277,2181-01-27
157.65096,14.474998,2181-01-29
141.0328,22.628649,2181-01-31
358.97214,9.910145,2181-02-02
271.61063,15.046622,2181-02-04
62.670193,2.5990338,2181-02-06
218.83537,25.682981,2181-02-08
15.127516,-5.355647,2181-02-10
200.32909,8.557929,2181-02-12
230.86496,24.563097,2181-02-14
250.37424,15.706847,2181-02-16
9.464978,-3.0391343,2181-02-18
252.17761,-4.567992,2181-02-20
42.597992,10.64064,2181-02-22
356.90112,3.1748652,2181-02-24
231.40327,20.753061,2181-02-26
114.28297,25.997517,2181-02-28
148.33775,23.417557,2181-03-02
23.905247,-15.859897,2181-03-04
251.44127,-14.883623,2181-03-06
261.72095,-14.213451,2181-03-08
242.28952,28.610893,2181-03-10
265.64868,28.88717,2181-03-12
351.978,-1.4989779,2181-03-14
290.6337,22.643621,2181-03-16
3.4459395,14.623393,2181-03-18
183.95201,13.669062,2181-03-20
89.69282,19.729954,2181-03-22
257.29614,-9.977695,2181-03-24
325.3922,-27.074818,2181-03-26
140.99979,24.399763,2181-03-28
263.8782,-11.281117,2181-03-30
13.693313,4.693688,2181-04-01
348.83926,1.6112717,2181-04-03
283.88474,-20.31059,2181-04-05
228.54028,29.69557,2181-04-07
299.4438,23.899584,2181-04-09
254.34927,-4.736604,2181-04-11
118.56948,23.472458,2181-04-13
173.958,-16.683308,2181-04-15
148.61768,23.916088,2181-04-17
260.02475,-13.539682,2181-04-19
255.21509,-5.4876337,2181-04-21
306.51123,21.741882,2181-04-23
6.6626854,5.172961,2181-04-25
349.87845,3.5497253,2181-04-27
213.25014,9.901989,2181-04-29
245.0824,4.2373085,2181-05-01
308.81845,8.103062,2181-05-03
73.23769,19.43044,2181-05-05
216.366,3.113524,2181-05-07
244.6878,29.220736,2181-05-09
157.9343,17.279617,2181-05-11
292.69147,18.466194,2181-05-13
258.4606,18.791288,2181-05-15
135.24739,23.733408,2181-05-17
257.5071,-11.588388,2181-05-19
323.4599,19.22251,2181-05-21
23.000383,11.241386,2181-05-23
50.01838,-1.0566592,2181-05-25
259.77374,-13.118152,2181-05-27
95.90481,21.850489,2181-05-29
151.11127,14.451932,2181-05-31
343.45267,14.36765,2181-06-02
145.2636,18.390598,2181-06-04
34.350918,-0.9593499,2181-06-06
260.28326,-8.48924,2181-06-08
182.07785,26.58657,2181-06-10
39.00669,13.21448,2181-06-12
220.15924,25.78657,2181-06-14
36.955166,15.144764,2181-06-16
262.60187,-9.843787,2181-06-18
272.58273,28.337006,2181-06-20
14.852638,-0.29591706,2181-06-22
56.630108,14.25976,2181-06-24
236.4963,27.662117,2181-06-26
97.00868,-4.5608497,2181-06-28
317.87454,17.853552,2181-06-30
237.6666,13.074442,2181-07-02
251.5937,-10.5050745,2181-07-04
63.457005,-7.9846272,2181-07-06
254.388,31.886436,2181-07-08
151.01918,26.14918,2181-07-10
151.3396,14.353913,2181-07-12
152.55214,23.489668,2181-07-14
135.57552,23.105238,2181-07-16
273.77664,-7.083041,2181-07-18
182.59897,17.595184,2181-07-20
224.75688,17.77759,2181-07-22
2.9853647,-4.011349,2181-07-24
338.45297,6.2941594,2181-07-26
214.68321,23.797487,2181-07-28
42.08521,3.6454036,2181-07-30
263.43347,-10.636113,2181-08-01
255.41934,-11.267031,2181-08-03
162.91959,22.989658,2181-08-05
150.96019,24.679314,2181-08-07
339.76932,-7.852558,2181-08-09
148.65297,14.123509,2181-08-11
138.10211,19.128094,2181-08-13
173.34724,8.357338,2181-08-15
248.26357,29.55381,2181-08-17
23.923254,-1.5060884,2181-08-19
247.93832,-6.7427535,2181-08-21
302.79895,-3.5676434,2181-08-23
24.381891,2.452184,2181-08-25
33.866753,-0.624644,2181-08-27
109.692894,12.099315,2181-08-29
25.374895,13.820895,2181-08-31
172.62592,22.49996,2181-09-02
352.28876,-0.55416864,2181-09-04
136.68402,23.496395,2181-09-06
219.70543,18.363733,2181-09-08
190.33693,6.2424355,2181-09-10
171.49374,17.415815,2181-09-12
80.04685,-17.056171,2181-09-14
187.71822,-18.96142,2181-09-16
342.1984,9.856721,2181-09-18
185.12341,9.617878,2181-09-20
251.62349,-3.9475012,2181-09-22
359.15088,1.0326103,2181-09-24
34.64751,12.0765,2181-09-26
350.66183,-1.0286856,2181-09-28
311.83588,-14.064108,2181-09-30
226.83759,8.762598,2181-10-02
138.24854,15.819276,2181-10-04
189.86667,15.293533,2181-10-06
183.88596,-3.100471,2181-10-08
204.76128,26.112091,2181-10-10
142.61421,17.536104,2181-10-12
98.77566,15.323129,2181-10-14
122.89772,23.363066,2181-10-16
21.926052,-0.7731537,2181-10-18
215.16228,27.42193,2181-10-20
264.53033,2.0012252,2181-10-22
231.96402,13.418453,2181-10-24
279.55054,26.723581,2181-10-26
123.02147,20.834925,2181-10-28
280.6561,-11.960086,2181-10-30
260.46973,-13.334126,2181-11-01
70.8539,13.436701,2181-11-03
112.77442,24.218576,2181-11-05
84.318306,14.127918,2181-11-07
260.2951,31.237629,2181-11-09
84.10934,8.691275,2181-11-11
352.4822,14.597092,2181-11-13
4.9097486,-16.775063,2181-11-15
57.54458,2.5263462,2181-11-17
0.4536436,-20.409784,2181-11-19
244.53531,-8.93931,2181-11-21
301.59204,-18.793983,2181-11-23
334.1588,-0.30026236,2181-11-25
339.1318,-17.861374,2181-11-27
3.8316743,7.6562686,2181-11-29
255.9534,-4.759708,2181-12-01
1.6596305,14.296872,2181-12-03
30.547647,15.134798,2181-12-05
144.849,15.493159,2181-12-07
230.08551,12.015565,2181-12-09
169.9608,8.144666,2181-12-11
149.45224,16.100168,2181-12-13
215.71829,27.208784,2181-12-15
293.6772,25.443096,2181-12-17
120.17992,21.486397,2181-12-19
323.89145,2.0973308,2181-12-21
57.202904,11.229381,2181-12-23
23.06759,-9.659263,2181-12-25
165.97458,18.92259,2181-12-27
50.3881,2.5783837,2181-12-29
255.38297,-10.597292,2181-12-31
138.24916,12.081512,2182-01-02
165.5757,26.982729,2182-01-04
33.47915,-0.5929206,2182-01-06
337.19525,10.778449,2182-01-08
224.82123,-20.782959,2182-01-10
226.94882,24.522263,2182-01-12
24.206076,-13.63642,2182-01-14
249.49539,-20.65093,2182-01-16
320.20166,0.6655457,2182-01-18
202.38559,25.71981,2182-01-20
154.03027,14.01148,2182-01-22
149.84505,15.026492,2182-01-24
238.82153,28.608898,2182-01-26
340.81915,16.39213,2182-01-28
156.81636,12.160974,2182-01-30
346.4742,-0.2996286,2182-02-01
212.69246,11.986059,2182-02-03
172.7807,11.056633,2182-02-05
284.9178,26.816172,2182-02-07
354.39258,-1.0486492,2182-02-09
116.80262,2.616235,2182-02-11
239.14505,14.333416,2182-02-13
275.0277,16.06276,2182-02-15
319.51526,2.957129,2182-02-17
297.6435,20.22173,2182-02-19
260.68494,22.031385,2182-02-21
254.74988,-3.4964247,2182-02-23
259.0421,-13.186531,2182-02-25
337.59076,16.461576,2182-02-27
163.61632,-7.058471,2182-03-01
23.248169,-1.5787494,2182-03-03
51.542316,15.168426,2182-03-05
340.71906,14.483716,2182-03-07
241.48557,29.248665,2182-03-09
261.27963,-8.446141,2182-03-11
167.96452,22.897034,2182-03-13
209.06175,8.503097,2182-03-15
93.98697,12.279275,2182-03-17
278.50507,16.37563,2182-03-19
57.024395,2.3140519,2182-03-21
144.8911,15.864608,2182-03-23
237.31921,8.088129,2182-03-25
348.57413,14.653511,2182-03-27
46.172546,0.9593018,2182-03-29
236.86092,7.583257,2182-03-31
215.6334,26.950752,2182-04-02
44.369167,-10.131802,2182-04-04
67.974236,11.681471,2182-04-06
248.4349,17.876999,2182-04-08
36.397186,-10.294894,2182-04-10
293.34573,-22.694088,2182-04-12
345.3349,13.850062,2182-04-14
268.37778,27.555605,2182-04-16
294.5967,-7.5523286,2182-04-18
351.95932,-1.1022863,2182-04-20
180.70703,26.431726,2182-04-22
261.03104,-12.514778,2182-04-24
214.32486,27.8785,2182-04-26
335.2528,3.2520416,2182-04-28
346.7678,2.0324216,2182-04-30
197.50082,7.713426,2182-05-02
168.67598,11.104316,2182-05-04
136.49738,15.51281,2182-05-06
329.1761,14.43145,2182-05-08
251.04489,-9.264499,2182-05-10
185.44005,-16.178236,2182-05-12
112.049736,23.150816,2182-05-14
108.52814,20.033743,2182-05-16
38.935585,3.389438,2182-05-18
280.67004,26.932425,2182-05-20
8.241882,0.38878644,2182-05-22
269.54068,16.11954,2182-05-24
195.45021,24.695948,2182-05-26
229.51312,14.374327,2182-05-28
80.88855,17.033428,2182-05-30
58.900673,2.3161602,2182-06-01
8.483045,13.86231,2182-06-03
256.126,-14.088806,2182-06-05
359.19495,10.719063,2182-06-07
242.09222,30.291927,2182-06-09
204.22282,7.584514,2182-06-11
73.31222,17.497917,2182-06-13
278.8767,25.927116,2182-06-15
100.932144,21.482954,2182-06-17
324.88995,13.972911,2182-06-19
147.33214,21.70295,2182-06-21
137.6462,15.89205,2182-06-23
342.9932,13.60935,2182-06-25
262.59198,-3.9190645,2182-06-27
246.96136,26.955906,2182-06-29
260.6579,18.223671,2182-07-01
110.5827,16.786243,2182-07-03
92.46332,13.493937,2182-07-05
52.409683,4.6097565,2182-07-07
323.90854,-9.967745,2182-07-09
227.85045,-22.864012,2182-07-11
249.0998,28.24108,2182-07-13
279.34042,23.228855,2182-07-15
223.04158,13.489602,2182-07-17
269.92316,14.544153,2182-07-19
11.961019,13.112763,2182-07-21
210.70615,-0.4300381,2182-07-23
109.52911,12.225939,2182-07-25
184.41432,7.4374833,2182-07-27
147.66449,15.930647,2182-07-29
248.84198,30.268972,2182-07-31
269.70483,27.269978,2182-08-02
252.61761,-21.41135,2182-08-04
340.71414,16.35528,2182-08-06
311.701,18.7612,2182-08-08
260.24548,-9.077975,2182-08-10
193.20522,9.700481,2182-08-12
228.68504,29.059622,2182-08-14
226.76482,8.455421,2182-08-16
53.275543,16.789349,2182-08-18
192.36581,15.184052,2182-08-20
289.08182,26.238161,2182-08-22
100.59035,15.843555,2182-08-24
188.70966,16.63017,2182-08-26
60.84162,16.800953,2182-08-28
218.40396,27.56245,2182-08-30
196.93124,5.793692,2182-09-01
136.5436,17.15237,2182-09-03
289.48596,10.87653,2182-09-05
166.21086,10.156709,2182-09-07
252.47755,-7.14668,2182-09-09
305.85327,9.480627,2182-09-11
204.5638,24.389101,2182-09-13
307.53036,7.266532,2182-09-15
354.51074,-11.906053,2182-09-17
258.02655,15.864749,2182-09-19
167.77997,-20.323555,2182-09-21
107.30121,9.010059,2182-09-23
205.3529,5.2729764,2182-09-25
235.87143,15.397556,2182-09-27
28.46193,10.819265,2182-09-29
188.6114,8.709621,2182-10-01
153.60101,17.35862,2182-10-03
332.1466,0.4789721,2182-10-05
273.76886,14.541303,2182-10-07
331.33453,14.6763115,2182-10-09
133.92676,15.738821,2182-10-11
155.68086,24.051748,2182-10-13
235.21704,27.707075,2182-10-15
206.80368,27.315905,2182-10-17
208.48058,25.753942,2182-10-19
164.0917,18.493198,2182-10-21
3.5476544,5.217663,2182-10-23
40.97957,14.565811,2182-10-25
316.7379,4.7965794,2182-10-27
53.665382,4.680992,2182-10-29
298.70245,23.558777,2182-10-31
254.24237,-3.9733274,2182-11-02
309.706,18.983866,2182-11-04
208.40994,8.756821,2182-11-06
291.78696,-15.506865,2182-11-08
190.98741,15.350026,2182-11-10
88.83205,5.0197654,2182-11-12
207.16417,27.162134,2182-11-14
15.968142,-0.89829725,2182-11-16
44.13118,15.297544,2182-11-18
16.42447,14.144521,2182-11-20
24.69878,-1.5583142,2182-11-22
244.15152,17.37883,2182-11-24
198.1851,7.351135,2182-11-26
257.1046,39.291943,2182-11-28
196.9242,8.555538,2182-11-30
329.27203,5.024906,2182-12-02
188.92892,-4.472235,2182-12-04
290.24,-5.239365,2182-12-06
16.657135,3.2022116,2182-12-08
212.98848,10.602803,2182-12-10
158.0624,19.198769,2182-12-12
165.52975,9.691252,2182-12-14
48.945766,14.809094,2182-12-16
52.250546,16.209448,2182-12-18
210.47171,-0.42080817,2182-12-20
8.578508,-16.56124,2182-12-22
283.0695,24.707752,2182-12-24
198.18771,6.0992007,2182-12-26
258.07944,30.519182,2182-12-28
339.4528,3.7332911,2182-12-30
3.9713855,-0.7578541,2183-01-01
330.28415,3.9724872,2183-01-03
169.1567,9.680577,2183-01-05
11.262167,5.004207,2183-01-07
163.83998,2.1714857,2183-01-09
301.74695,17.86751,2183-01-11
193.27744,15.875785,2183-01-13
8.214014,1.0017741,2183-01-15
18.608881,3.3995159,2183-01-17
357.43524,-16.516113,2183-01-19
204.73755,6.3504834,2183-01-21
191.17807,7.121948,2183-01-23
36.403778,-0.2945871,2183-01-25
21.597616,2.7596114,2183-01-27
155.32852,26.222996,2183-01-29
174.55135,26.82838,2183-01-31
4.5970645,-0.94756466,2183-02-02
30.094757,5.598979,2183-02-04
56.823154,6.480265,2183-02-06
262.23526,-14.189026,2183-02-08
281.48596,27.805035,2183-02-10
214.33144,24.720097,2183-02-12
2.4185143,13.841373,2183-02-14
314.74265,19.801018,2183-02-16
263.95978,-12.815609,2183-02-18
94.15402,15.505083,2183-02-20
235.80533,13.224268,2183-02-22
97.46998,16.015667,2183-02-24
41.221745,5.8210187,2183-02-26
77.57076,8.270081,2183-02-28
231.844,12.143519,2183-03-02
333.97888,13.050576,2183-03-04
183.67831,7.510829,2183-03-06
254.31631,28.221891,2183-03-08
53.2488,12.667999,2183-03-10
225.00868,11.232457,2183-03-12
260.30392,-13.412084,2183-03-14
53.956512,8.507509,2183-03-16
221.155,15.341613,2183-03-18
211.55287,11.131671,2183-03-20
250.87885,-8.505212,2183-03-22
187.74182,22.839457,2183-03-24
231.21805,28.68464,2183-03-26
242.14731,-6.1273284,2183-03-28
254.34674,-8.315547,2183-03-30
4.089209,-19.041336,2183-04-01
297.54263,24.860283,2183-04-03
112.60506,15.214968,2183-04-05
239.5571,23.30764,2183-04-07
325.2286,8.223702,2183-04-09
344.41055,6.708943,2183-04-11
242.23233,-3.817303,2183-04-13
18.93819,-7.9509606,2183-04-15
229.69461,16.228554,2183-04-17
327.10666,1.8881205,2183-04-19
163.19681,-15.255064,2183-04-21
203.6165,26.942171,2183-04-23
335.3711,0.3221252,2183-04-25
282.58347,25.600582,2183-04-27
273.2259,-9.710676,2183-04-29
180.93777,7.9739327,2183-05-01
127.783295,-2.6141179,2183-05-03
333.99142,-11.466939,2183-05-05
16.673033,12.3508835,2183-05-07
255.24597,-2.0833187,2183-05-09
71.24231,18.681042,2183-05-11
257.95468,-11.452926,2183-05-13
25.61765,-11.252549,2183-05-15
318.7378,2.349916,2183-05-17
277.82846,-11.870458,2183-05-19
165.03235,11.344744,2183-05-21
5.1463895,-25.548138,2183-05-23
295.6507,10.278775,2183-05-25
143.81021,17.53559,2183-05-27
272.23218,0.28196895,2183-05-29
239.76407,26.726185,2183-05-31
227.4166,-3.9135492,2183-06-02
246.2106,17.091484,2183-06-04
178.32166,13.193564,2183-06-06
206.33357,7.0347805,2183-06-08
264.0379,-7.6458173,2183-06-10
204.49869,6.597179,2183-06-12
197.12538,8.185371,2183-06-14
348.579,12.6765,2183-06-16
132.07176,18.848902,2183-06-18
201.45578,8.575069,2183-06-20
248.75092,30.476809,2183-06-22
224.16492,-10.704172,2183-06-24
30.120907,14.190748,2183-06-26
174.29024,24.20243,2183-06-28
257.3107,30.160856,2183-06-30
288.73602,23.61733,2183-07-02
9.045406,13.156295,2183-07-04
48.285004,13.927018,2183-07-06
131.49396,24.393997,2183-07-08
257.16745,-12.693721,2183-07-10
261.30615,-14.244749,2183-07-12
311.9157,19.890516,2183-07-14
324.55145,1.5731729,2183-07-16
204.98886,22.753662,2183-07-18
192.8447,9.758511,2183-07-20
293.41916,-16.002531,2183-07-22
341.7808,0.6990986,2183-07-24
6.056197,15.366885,2183-07-26
25.329407,13.720614,2183-07-28
174.23782,8.549627,2183-07-30
251.59512,-9.714662,2183-08-01
143.3596,18.473751,2183-08-03
95.09426,19.691988,2183-08-05
188.73592,5.772225,2183-08-07
205.14578,5.6119986,2183-08-09
245.14267,29.567202,2183-08-11
304.91187,9.466779,2183-08-13
71.80959,12.458913,2183-08-15
25.013554,2.0439308,2183-08-17
154.84981,23.099401,2183-08-19
93.770615,10.653137,2183-08-21
47.611313,3.2567105,2183-08-23
186.73921,6.9872646,2183-08-25
54.1158,11.679678,2183-08-27
117.21698,14.732555,2183-08-29
202.76556,-0.13336541,2183-08-31
171.49402,7.838683,2183-09-02
321.88528,17.096697,2183-09-04
208.06125,19.065794,2183-09-06
277.85196,27.445759,2183-09-08
60.247414,6.9823194,2183-09-10
207.74683,4.8927093,2183-09-12
261.81552,16.880377,2183-09-14
23.260078,-11.923217,2183-09-16
283.12317,-8.697458,2183-09-18
168.0628,9.221086,2183-09-20
37.196617,-0.5514639,2183-09-22
293.1135,6.70033,2183-09-24
280.8831,15.77066,2183-09-26
103.52304,18.30155,2183-09-28
198.36089,13.4960985,2183-09-30
304.04895,16.209368,2183-10-02
272.53952,29.612803,2183-10-04
341.07587,0.47679242,2183-10-06
240.94394,23.478277,2183-10-08
218.4956,18.508698,2183-10-10
152.24063,14.959623,2183-10-12
304.4569,19.290176,2183-10-14
102.2238,12.184896,2183-10-16
257.7049,-10.7876835,2183-10-18
197.07613,25.351555,2183-10-20
161.56757,21.205473,2183-10-22
258.32645,24.468441,2183-10-24
323.7022,5.3506274,2183-10-26
81.82477,14.215469,2183-10-28
178.33574,8.083496,2183-10-30
253.64296,30.66104,2183-11-01
172.77344,27.95548,2183-11-03
248.49734,17.063845,2183-11-05
46.4995,10.178996,2183-11-07
252.0362,-7.558889,2183-11-09
275.28152,26.563644,2183-11-11
260.2846,-12.381241,2183-11-13
12.862182,-16.508373,2183-11-15
135.908,17.112663,2183-11-17
19.641722,5.61776,2183-11-19
170.42305,2.4491663,2183-11-21
330.56818,1.4740489,2183-11-23
12.09937,4.4593754,2183-11-25
207.95209,21.723042,2183-11-27
344.7243,15.2320385,2183-11-29
132.34053,16.63719,2183-12-01
66.88607,11.778479,2183-12-03
215.42871,27.990107,2183-12-05
199.37173,-6.6980333,2183-12-07
269.34067,-18.671488,2183-12-09
212.58113,19.904444,2183-12-11
2.5817833,11.157917,2183-12-13
204.60606,-7.303614,2183-12-15
218.21176,8.644655,2183-12-17
259.12244,-12.913868,2183-12-19
200.08014,10.461102,2183-12-21
24.771187,-0.79117745,2183-12-23
247.29343,-8.344579,2183-12-25
125.085075,21.999775,2183-12-27
140.93753,22.352173,2183-12-29
272.3399,25.691498,2183-12-31
268.0338,-9.991269,2184-01-02
17.832169,0.9353025,2184-01-04
180.53598,8.329927,2184-01-06
180.9548,27.949587,2184-01-08
258.8698,-12.048595,2184-01-10
301.81003,10.048918,2184-01-12
235.88193,-22.252138,2184-01-14
187.98955,9.23657,2184-01-16
8.850891,-15.763815,2184-01-18
282.44696,28.14377,2184-01-20
253.91577,-10.822492,2184-01-22
349.7731,-24.331755,2184-01-24
273.4706,-9.011795,2184-01-26
255.32765,31.05259,2184-01-28
339.43115,13.798374,2184-01-30
256.94464,-11.517394,2184-02-01
10.88044,2.5410745,2184-02-03
340.72714,-6.8097863,2184-02-05
5.317546,3.7888567,2184-02-07
33.62518,12.767292,2184-02-09
187.38995,19.28489,2184-02-11
259.97464,19.66199,2184-02-13
212.48354,26.7896,2184-02-15
235.74193,14.3849125,2184-02-17
212.45226,26.723173,2184-02-19
316.4495,19.768608,2184-02-21
256.64172,-11.15849,2184-02-23
270.32788,-19.853035,2184-02-25
296.46805,24.310219,2184-02-27
218.22249,12.2242565,2184-02-29
10.170527,14.387856,2184-03-02
159.53503,16.23154,2184-03-04
338.76218,0.66329587,2184-03-06
229.99278,15.430086,2184-03-08
221.08649,-1.1885848,2184-03-10
166.18507,6.8721805,2184-03-12
100.279205,11.074111,2184-03-14
321.0034,16.006844,2184-03-16
152.30917,10.179079,2184-03-18
325.84763,7.6498175,2184-03-20
320.86136,12.9029045,2184-03-22
334.02292,15.979964,2184-03-24
207.88774,25.768553,2184-03-26
227.88455,7.7003183,2184-03-28
336.78168,4.1987133,2184-03-30
322.58536,18.628714,2184-04-01
201.26445,7.843951,2184-04-03
187.2661,24.196215,2184-04-05
56.464462,-18.689981,2184-04-07
272.9696,-5.7727714,2184-04-09
357.28055,1.4199575,2184-04-11
225.75899,16.74631,2184-04-13
298.98822,13.3377495,2184-04-15
6.659744,13.15415,2184-04-17
234.95886,23.38222,2184-04-19
67.54159,-4.2577305,2184-04-21
346.74442,-0.26907513,2184-04-23
236.72162,20.947716,2184-04-25
131.77301,22.11219,2184-04-27
135.31377,23.51566,2184-04-29
214.79712,11.647763,2184-05-01
255.9166,-10.683886,2184-05-03
252.07034,-14.635163,2184-05-05
268.0575,-12.01563,2184-05-07
326.54593,4.0069904,2184-05-09
262.95404,-18.858162,2184-05-11
151.68056,25.530273,2184-05-13
19.071587,2.9612622,2184-05-15
222.00922,7.8308287,2184-05-17
288.2943,26.253107,2184-05-19
157.71846,14.235047,2184-05-21
209.80376,-8.740148,2184-05-23
0.31150326,1.7864326,2184-05-25
203.14796,10.202288,2184-05-27
52.29699,-4.297408,2184-05-29
253.87354,-9.685334,2184-05-31
39.452347,0.24725041,2184-06-02
304.72803,21.789482,2184-06-04
7.791368,-15.0573015,2184-06-06
12.625205,6.449996,2184-06-08
217.87003,28.711884,2184-06-10
58.0791,10.30889,2184-06-12
213.89598,14.188874,2184-06-14
9.860855,-16.877302,2184-06-16
219.62859,8.420296,2184-06-18
149.32098,14.91781,2184-06-20
26.86131,-3.4707434,2184-06-22
252.73407,-8.486765,2184-06-24
268.04395,-25.26978,2184-06-26
259.64233,21.003212,2184-06-28
14.426847,-1.2894734,2184-06-30
176.57962,-8.380505,2184-07-02
256.10733,-12.6117,2184-07-04
33.480682,-1.6858116,2184-07-06
236.23065,23.301598,2184-07-08
246.92776,16.111439,2184-07-10
132.66672,18.704391,2184-07-12
317.13574,4.8249087,2184-07-14
320.81506,4.055213,2184-07-16
191.15561,14.839384,2184-07-18
239.86902,22.397434,2184-07-20
137.18625,24.95082,2184-07-22
9.900282,1.9696333,2184-07-24
102.500626,17.580736,2184-07-26
223.21883,15.971054,2184-07-28
254.94604,29.643324,2184-07-30
222.55928,-2.6919396,2184-08-01
100.46599,21.821587,2184-08-03
26.228691,1.5188854,2184-08-05
256.52182,-11.349339,2184-08-07
22.20971,3.7595105,2184-08-09
270.47058,27.090311,2184-08-11
245.89853,29.721003,2184-08-13
60.590343,15.807731,2184-08-15
179.6984,9.00631,2184-08-17
45.518757,0.63078856,2184-08-19
249.17706,-5.920522,2184-08-21
239.66983,10.651655,2184-08-23
174.6378,-0.18089935,2184-08-25
110.75216,23.125063,2184-08-27
159.70587,26.29514,2184-08-29
228.81004,28.89634,2184-08-31
253.27109,-9.435175,2184-09-02
189.68828,6.0089326,2184-09-04
80.56516,-17.661219,2184-09-06
239.03712,26.957842,2184-09-08
169.66347,21.47045,2184-09-10
263.85968,16.496368,2184-09-12
7.6864657,12.756414,2184-09-14
255.5063,-10.965327,2184-09-16
34.141346,-0.85520995,2184-09-18
158.96349,16.456364,2184-09-20
206.82898,16.448256,2184-09-22
329.15115,-6.503311,2184-09-24
83.534775,7.6097603,2184-09-26
199.47974,6.8220143,2184-09-28
134.58824,16.97676,2184-09-30
251.2387,-8.986323,2184-10-02
179.85156,7.1619678,2184-10-04
164.04594,-15.543937,2184-10-06
339.47034,0.52966017,2184-10-08
120.94055,24.545374,2184-10-10
94.324234,21.433876,2184-10-12
260.64984,27.268082,2184-10-14
354.56616,-0.4361682,2184-10-16
160.85022,11.619244,2184-10-18
72.466385,4.6673117,2184-10-20
202.85664,11.634449,2184-10-22
333.716,12.106764,2184-10-24
13.845557,-1.1107578,2184-10-26
269.0092,23.322212,2184-10-28
77.85223,6.475372,2184-10-30
150.0045,-16.024096,2184-11-01
54.618073,10.324264,2184-11-03
260.16098,-7.4479537,2184-11-05
238.46747,27.017801,2184-11-07
260.13007,-5.7790823,2184-11-09
230.54944,15.042306,2184-11-11
243.04556,29.251534,2184-11-13
29.20479,15.527316,2184-11-15
131.58441,22.349451,2184-11-17
100.70716,20.030624,2184-11-19
31.369692,11.077583,2184-11-21
323.4753,13.325092,2184-11-23
351.2091,-10.545032,2184-11-25
5.611408,3.4507456,2184-11-27
132.92017,22.459393,2184-11-29
244.3995,-1.1543498,2184-12-01
355.7804,-12.350701,2184-12-03
129.09923,25.471735,2184-12-05
184.45724,7.693265,2184-12-07
8.843462,-7.682959,2184-12-09
220.99625,29.322393,2184-12-11
6.4986367,-6.4391904,2184-12-13
185.54832,7.9415817,2184-12-15
181.24893,11.449934,2184-12-17
243.0123,13.380835,2184-12-19
331.19464,15.98954,2184-12-21
165.09723,26.25808,2184-12-23
158.0007,24.680544,2184-12-25
42.3556,-0.22956784,2184-12-27
253.16069,-9.160753,2184-12-29
182.70612,8.350496,2184-12-31
259.64044,-10.435379,2185-01-02
255.12775,30.66645,2185-01-04
233.52304,12.4059925,2185-01-06
188.95364,0.3002397,2185-01-08
258.26392,-12.498588,2185-01-10
146.40431,24.955652,2185-01-12
200.02718,6.147548,2185-01-14
202.85803,25.215418,2185-01-16
267.96863,29.615664,2185-01-18
335.141,4.0945115,2185-01-20
147.39476,25.32754,2185-01-22
188.11191,7.4322248,2185-01-24
357.81042,8.946149,2185-01-26
9.9825945,-1.0915692,2185-01-28
259.02164,21.50617,2185-01-30
193.912,12.813085,2185-02-01
166.72307,18.572567,2185-02-03
337.59476,1.3041859,2185-02-05
318.40643,3.7129047,2185-02-07
238.05637,-4.7971463,2185-02-09
268.0597,29.627638,2185-02-11
265.62466,-12.999522,2185-02-13
107.34787,-6.631605,2185-02-15
155.1621,25.739126,2185-02-17
168.34074,14.42923,2185-02-19
346.89435,-2.1031582,2185-02-21
144.40186,24.702862,2185-02-23
255.47507,-7.9101686,2185-02-25
11.442617,3.8761206,2185-02-27
202.78746,8.308989,2185-03-01
68.768776,14.504907,2185-03-03
273.58154,28.243895,2185-03-05
9.889243,-16.924706,2185-03-07
182.52481,7.694684,2185-03-09
240.22305,-5.497738,2185-03-11
13.487595,5.4504414,2185-03-13
229.5171,-11.571571,2185-03-15
275.66068,27.987432,2185-03-17
240.95679,28.976093,2185-03-19
140.59657,24.360159,2185-03-21
212.91635,16.315954,2185-03-23
255.22758,23.561626,2185-03-25
262.66797,26.167204,2185-03-27
336.54248,17.588194,2185-03-29
39.276382,0.15421976,2185-03-31
26.95101,-17.78209,2185-04-02
258.08334,-12.224733,2185-04-04
93.403786,-17.804296,2185-04-06
342.74457,13.872388,2185-04-08
250.9568,31.165918,2185-04-10
138.62688,21.491127,2185-04-12
189.024,26.36772,2185-04-14
267.78735,13.515583,2185-04-16
255.68695,-11.29304,2185-04-18
205.16576,22.586706,2185-04-20
198.82353,27.171846,2185-04-22
203.75354,-17.786947,2185-04-24
239.16963,30.101734,2185-04-26
261.6738,-5.3003526,2185-04-28
145.51456,25.895128,2185-04-30
179.38089,5.5449805,2185-05-02
167.10896,0.8855855,2185-05-04
254.70197,-10.177759,2185-05-06
321.37323,3.735817,2185-05-08
117.85772,14.29437,2185-05-10
346.38126,13.944304,2185-05-12
177.44376,3.9538388,2185-05-14
14.749803,0.2980713,2185-05-16
186.20465,15.002349,2185-05-18
244.05954,16.769669,2185-05-20
